pasta,cod,descr,qtdCx,venda
3,4785,Produto BR,48,665
3,4786,Produto BS,12,540
3,4787,Produto BT,6,200
3,4788,Produto BU,24,250
3,4789,Produto BV,12,35
3,4790,Produto BW,48,65
3,4791,Produto BX,12,88
3,4792,Produto BY,6,99
3,4793,Produto BZ,24,105
3,4794,Produto CA,12,150
3,4795,Produto CB,48,250
3,4796,Produto CC,12,42
3,4797,Produto CD,6,56
3,4798,Produto CE,24,99
3,4799,Produto CF,12,88
3,4800,Produto CG,48,77
4,4801,Produto CH,12,60
4,4802,Produto CI,6,320
4,4803,Produto CJ,24,15
4,4804,Produto CK,12,48
4,4805,Produto CL,48,99
4,4806,Produto CM,12,650
4,4807,Produto CN,6,72
4,4808,Produto CO,24,50
4,4809,Produto CP,12,10
4,4810,Produto CQ,48,8
4,4811,Produto CR,12,9
4,4812,Produto CS,6,12
4,4813,Produto CT,24,24
4,4814,Produto CU,12,36
4,4815,Produto CV,48,48
4,4816,Produto A,12,99
4,4817,Produto B,24,50
4,4818,Produto C,6,100
4,4819,Produto D,48,150
4,4820,Produto E,12,111
4,4821,Produto F,24,223
4,4822,Produto G,6,333
4,4823,Produto H,12,665
4,4824,Produto I,24,540
4,4825,Produto J,48,200
4,4826,Produto K,12,250
4,4827,Produto L,6,35
4,4828,Produto M,24,65
4,4829,Produto N,12,88
4,4830,Produto O,48,99
4,4831,Produto P,12,105
4,4832,Produto Q,6,150
4,4833,Produto R,24,250
4,4834,Produto S,12,42
4,4835,Produto T,48,56
4,4836,Produto U,12,99
4,4837,Produto V,6,88
4,4838,Produto W,24,77
1,4839,Produto X,12,60
1,4840,Produto Y,48,320
1,4841,Produto Z,12,15
1,4842,Produto AA,6,48
1,4843,Produto AB,24,99
1,4844,Produto AC,12,650
1,4845,Produto AD,48,72
1,4846,Produto AE,12,50
1,4847,Produto AF,6,10
1,4848,Produto AG,24,8
1,4849,Produto AH,12,9
1,4850,Produto AI,48,12
1,4851,Produto AJ,12,24
1,4852,Produto AK,6,36
1,4853,Produto AL,24,48
1,4854,Produto AM,12,99
1,4855,Produto AN,48,50
1,4856,Produto AO,12,100
1,4857,Produto AP,6,150
1,4858,Produto AQ,24,111
2,4859,Produto AR,12,223
2,4860,Produto AS,48,333
2,4861,Produto AT,12,665
2,4862,Produto AU,6,540
2,4863,Produto AV,24,200
2,4864,Produto AW,12,250
2,4865,Produto AX,48,35
2,4866,Produto AY,12,65
2,4867,Produto AZ,6,88
2,4868,Produto BA,24,99
2,4869,Produto BB,12,105
2,4870,Produto BC,48,150
2,4871,Produto BD,12,250
2,4872,Produto BE,6,42
2,4873,Produto BF,24,56
2,4874,Produto BG,12,99
2,4875,Produto BH,48,88
2,4876,Produto BI,12,77
2,4877,Produto BJ,6,60
2,4878,Produto BK,24,320
2,4879,Produto BL,12,15
2,4880,Produto BM,48,48
2,4881,Produto BN,12,99
3,4882,Produto BO,6,650
3,4883,Produto BP,24,72
3,4884,Produto BQ,12,50
3,4885,Produto BR,48,10
3,4886,Produto BS,12,8
3,4887,Produto BT,6,9
3,4888,Produto BU,24,12
3,4889,Produto BV,12,24
3,4890,Produto BW,48,36
3,4891,Produto BX,12,48
3,4892,Produto BY,6,99
3,4893,Produto BZ,24,50
3,4894,Produto CA,12,100
3,4895,Produto CB,48,150
3,4896,Produto CC,12,111
3,4897,Produto CD,6,223
3,4898,Produto CE,24,333
3,4899,Produto CF,12,665
3,4900,Produto CG,48,540
3,4901,Produto CH,12,200
3,4902,Produto CI,6,250
3,4903,Produto CJ,24,35
3,4904,Produto CK,12,65
3,4905,Produto CL,48,88
3,4906,Produto CM,12,99
3,4907,Produto CN,6,105
3,4908,Produto CO,24,150
3,4909,Produto CP,12,250
3,4910,Produto CQ,48,42
3,4911,Produto CR,12,56
3,4912,Produto CS,6,99
3,4913,Produto CT,24,88
3,4914,Produto CU,12,77
3,4915,Produto CV,48,60
3,4916,Produto CH,12,320
3,4917,Produto CI,6,15
3,4918,Produto CJ,24,48
4,4919,Produto CK,12,99
4,4920,Produto CL,48,650
4,4921,Produto CM,12,72
4,4922,Produto CN,6,50
4,4923,Produto CO,24,10
4,4924,Produto CP,12,8
4,4925,Produto CQ,48,9
4,4926,Produto CR,12,12
4,4927,Produto CS,6,24
4,4928,Produto CT,24,36
4,4929,Produto CU,12,48
4,4930,Produto CV,48,99
4,4931,Produto AH,12,50
4,4932,Produto AI,48,100
4,4933,Produto AJ,12,150
4,4934,Produto AK,6,111
4,4935,Produto AL,24,223
4,4936,Produto AM,12,333
4,4937,Produto AN,48,665
4,4938,Produto AO,12,540
4,4939,Produto AP,6,200
4,4940,Produto AQ,24,250
4,4941,Produto AR,12,35
4,4942,Produto AS,48,65
4,4943,Produto AT,12,88
4,4944,Produto AU,6,99
4,4945,Produto AV,24,105
4,4946,Produto AW,12,150
4,4947,Produto AX,48,250
4,4948,Produto AY,12,42
4,4949,Produto AZ,6,56
4,4950,Produto BA,24,99
4,4951,Produto BB,12,88
4,4952,Produto BC,48,77
4,4953,Produto A,12,60
4,4954,Produto B,24,320
4,4955,Produto C,6,15
4,4956,Produto D,48,48
1,4957,Produto E,12,99
1,4958,Produto F,24,650
1,4959,Produto G,6,72
1,4960,Produto H,12,50
1,4961,Produto I,24,10
1,4962,Produto J,48,8
1,4963,Produto K,12,9
1,4964,Produto L,6,12
1,4965,Produto M,24,24
1,4966,Produto N,12,36
1,4967,Produto O,48,48
1,4968,Produto P,12,99
1,4969,Produto Q,6,50
1,4970,Produto R,24,100
1,4971,Produto S,12,150
1,4972,Produto T,48,111
1,4973,Produto U,12,223
1,4974,Produto V,6,333
1,4975,Produto W,24,665
1,4976,Produto X,12,540
2,4977,Produto Y,48,200
2,4978,Produto Z,12,250
2,4979,Produto AA,6,35
2,4980,Produto AB,24,65
2,4981,Produto AC,12,88
2,4982,Produto AD,48,99
2,4983,Produto AE,12,105
2,4984,Produto AF,6,150
2,4985,Produto AG,24,250
2,4986,Produto AH,12,42
2,4987,Produto AI,48,56
2,4988,Produto AJ,12,99
2,4989,Produto AK,6,88
2,4990,Produto AL,24,77
2,4991,Produto AM,12,60
2,4992,Produto AN,48,320
2,4993,Produto AO,12,15
2,4994,Produto AP,6,48
2,4995,Produto AQ,24,99
2,4996,Produto AR,12,650
2,4997,Produto AS,48,72
2,4998,Produto AT,12,50
2,4999,Produto AU,6,10
3,5000,Produto AV,24,8
3,5001,Produto AW,12,9
3,5002,Produto AX,48,12
3,5003,Produto AY,12,24
3,5004,Produto AZ,6,36
3,5005,Produto BA,24,48
3,5006,Produto BB,12,99
3,5007,Produto BC,48,50
3,5008,Produto BD,12,100
3,5009,Produto BE,6,150
3,5010,Produto BF,24,111
3,5011,Produto BG,12,223
3,5012,Produto BH,48,333
3,5013,Produto BI,12,665
3,5014,Produto BJ,6,540
3,5015,Produto BK,24,200
3,5016,Produto BL,12,250
3,5017,Produto BM,48,35
3,5018,Produto BN,12,65
3,5019,Produto BO,6,88
3,5020,Produto BP,24,99
3,5021,Produto BQ,12,105
3,5022,Produto BR,48,150
3,5023,Produto BS,12,250
3,5024,Produto BT,6,42
3,5025,Produto BU,24,56
3,5026,Produto BV,12,99
3,5027,Produto BW,48,88
3,5028,Produto BX,12,77
3,5029,Produto BY,6,60
3,5030,Produto BZ,24,320
3,5031,Produto CA,12,15
3,5032,Produto CB,48,48
3,5033,Produto CC,12,99
3,5034,Produto CD,6,650
3,5035,Produto CE,24,72
3,5036,Produto CF,12,50
4,5037,Produto CG,48,10
4,5038,Produto CH,12,8
4,5039,Produto CI,6,9
4,5040,Produto CJ,24,12
4,5041,Produto CK,12,24
4,5042,Produto CL,48,36
4,5043,Produto CM,12,48
4,5044,Produto CN,6,99
4,5045,Produto CO,24,50
4,5046,Produto CP,12,100
4,5047,Produto CQ,48,150
4,5048,Produto CR,12,111
4,5049,Produto CS,6,223
4,5050,Produto CT,24,333
4,5051,Produto CU,12,665
4,5052,Produto CV,48,540
4,5053,Produto A,12,200
4,5054,Produto B,24,250
4,5055,Produto C,6,35
4,5056,Produto D,48,65
4,5057,Produto E,12,88
4,5058,Produto F,24,99
4,5059,Produto G,6,105
4,5060,Produto H,12,150
4,5061,Produto I,24,250
4,5062,Produto J,48,42
4,5063,Produto K,12,56
4,5064,Produto L,6,99
4,5065,Produto M,24,88
4,5066,Produto N,12,77
4,5067,Produto O,48,60
4,5068,Produto P,12,320
4,5069,Produto Q,6,15
4,5070,Produto R,24,48
4,5071,Produto S,12,99
4,5072,Produto T,48,650
4,5073,Produto U,12,72
4,5074,Produto V,6,50
1,5075,Produto W,24,10
1,5076,Produto X,12,8
1,5077,Produto Y,48,9
1,5078,Produto Z,12,12
1,5079,Produto AA,6,24
1,5080,Produto AB,24,36
1,5081,Produto AC,12,48
1,5082,Produto AD,48,99
1,5083,Produto AE,12,50
1,5084,Produto AF,6,100
1,5085,Produto AG,24,150
1,5086,Produto AH,12,111
1,5087,Produto AI,48,223
1,5088,Produto AJ,12,333
1,5089,Produto AK,6,665
1,5090,Produto AL,24,540
1,5091,Produto AM,12,200
1,5092,Produto AN,48,250
1,5093,Produto AO,12,35
1,5094,Produto AP,6,65
2,5095,Produto AQ,24,88
2,5096,Produto AR,12,99
2,5097,Produto AS,48,105
2,5098,Produto AT,12,150
2,5099,Produto AU,6,250
2,5100,Produto AV,24,42
2,5101,Produto AW,12,56
2,5102,Produto AX,48,99
2,5103,Produto AY,12,88
2,5104,Produto AZ,6,77
2,5105,Produto BA,24,60
2,5106,Produto BB,12,320
2,5107,Produto BC,48,15
2,5108,Produto BD,12,48
2,5109,Produto BE,6,99
2,5110,Produto BF,24,650
2,5111,Produto BG,12,72
2,5112,Produto BH,48,50
2,5113,Produto BI,12,10
2,5114,Produto BJ,6,8
2,5115,Produto BK,24,9
2,5116,Produto BL,12,12
2,5117,Produto BM,48,24
3,5118,Produto BN,12,36
3,5119,Produto BO,6,48
3,5120,Produto BP,24,99
3,5121,Produto BQ,12,50
3,5122,Produto BR,48,100
3,5123,Produto BS,12,150
3,5124,Produto BT,6,111
3,5125,Produto BU,24,223
3,5126,Produto BV,12,333
3,5127,Produto BW,48,665
3,5128,Produto BX,12,540
3,5129,Produto BY,6,200
3,5130,Produto BZ,24,250
3,5131,Produto CA,12,35
3,5132,Produto CB,48,65
3,5133,Produto CC,12,88
3,5134,Produto CD,6,99
3,5135,Produto CE,24,105
3,5136,Produto CF,12,150
3,5137,Produto CG,48,250
3,5138,Produto CH,12,42
3,5139,Produto CI,6,56
3,5140,Produto CJ,24,99
3,5141,Produto CK,12,88
3,5142,Produto CL,48,77
3,5143,Produto CM,12,60
3,5144,Produto CN,6,320
3,5145,Produto CO,24,15
3,5146,Produto CP,12,48
3,5147,Produto CQ,48,99
3,5148,Produto CR,12,650
3,5149,Produto CS,6,72
3,5150,Produto CT,24,50
3,5151,Produto CU,12,10
3,5152,Produto CV,48,8
3,5153,Produto CH,12,9
3,5154,Produto CI,6,12
4,5155,Produto CJ,24,24
4,5156,Produto CK,12,36
4,5157,Produto CL,48,48
4,5158,Produto CM,12,99
4,5159,Produto CN,6,50
4,5160,Produto CO,24,100
4,5161,Produto CP,12,150
4,5162,Produto CQ,48,111
4,5163,Produto CR,12,223
4,5164,Produto CS,6,333
4,5165,Produto CT,24,665
4,5166,Produto CU,12,540
4,5167,Produto CV,48,200
4,5168,Produto AH,12,250
4,5169,Produto AI,48,35
4,5170,Produto AJ,12,65
4,5171,Produto AK,6,88
4,5172,Produto AL,24,99
4,5173,Produto AM,12,105
4,5174,Produto AN,48,150
4,5175,Produto AO,12,250
4,5176,Produto AP,6,42
4,5177,Produto AQ,24,56
4,5178,Produto AR,12,99
4,5179,Produto AS,48,88
4,5180,Produto AT,12,77
4,5181,Produto AU,6,60
4,5182,Produto AV,24,320
4,5183,Produto AW,12,15
4,5184,Produto AX,48,48
4,5185,Produto AY,12,99
4,5186,Produto AZ,6,650
4,5187,Produto BA,24,72
4,5188,Produto BB,12,50
4,5189,Produto BC,48,10
4,5190,Produto D,48,8
4,5191,Produto E,12,9
4,5192,Produto F,24,12
1,5193,Produto G,6,24
1,5194,Produto H,12,36
1,5195,Produto I,24,48
1,5196,Produto J,48,99
1,5197,Produto K,12,50
1,5198,Produto L,6,100
1,5199,Produto M,24,150
1,5200,Produto N,12,111
1,5201,Produto O,48,223
1,5202,Produto P,12,333
1,5203,Produto Q,6,665
1,5204,Produto R,24,540
1,5205,Produto S,12,200
1,5206,Produto T,48,250
1,5207,Produto U,12,35
1,5208,Produto V,6,65
1,5209,Produto W,24,88
1,5210,Produto X,12,99
1,5211,Produto Y,48,105
1,5212,Produto Z,12,150
2,5213,Produto AA,6,250
2,5214,Produto AB,24,42
2,5215,Produto AC,12,56
2,5216,Produto AD,48,99
2,5217,Produto AE,12,88
2,5218,Produto AF,6,77
2,5219,Produto AG,24,60
2,5220,Produto AH,12,320
2,5221,Produto AI,48,15
2,5222,Produto AJ,12,48
2,5223,Produto AK,6,99
2,5224,Produto AL,24,650
2,5225,Produto AM,12,72
2,5226,Produto AN,48,50
2,5227,Produto AO,12,10
2,5228,Produto AP,6,8
2,5229,Produto AQ,24,9
2,5230,Produto AR,12,12
2,5231,Produto AS,48,24
2,5232,Produto AT,12,36
2,5233,Produto AU,6,48
2,5234,Produto AV,24,99
2,5235,Produto AW,12,50
3,5236,Produto AX,48,100
3,5237,Produto D,48,150
3,5238,Produto E,12,111
3,5239,Produto F,24,223
3,5240,Produto G,6,333
3,5241,Produto H,12,665
3,5242,Produto I,24,540
3,5243,Produto J,48,200
3,5244,Produto K,12,250
3,5245,Produto L,6,35
3,5246,Produto M,24,65
3,5247,Produto N,12,88
3,5248,Produto O,48,99
3,5249,Produto P,12,105
3,5250,Produto Q,6,150
3,5251,Produto R,24,250
3,5252,Produto S,12,42
3,5253,Produto T,48,56
3,5254,Produto U,12,99
3,5255,Produto V,6,88
3,5256,Produto W,24,77
3,5257,Produto X,12,60
3,5258,Produto Y,48,320
3,5259,Produto Z,12,15
3,5260,Produto AA,6,48
3,5261,Produto AB,24,99
3,5262,Produto AC,12,650
3,5263,Produto AD,48,72
3,5264,Produto AE,12,50
3,5265,Produto AF,6,10
3,5266,Produto AG,24,8
3,5267,Produto AH,12,9
3,5268,Produto AI,48,12
3,5269,Produto AJ,12,24
3,5270,Produto AK,6,36
3,5271,Produto AL,24,48
3,5272,Produto AM,12,99
4,5273,Produto AN,48,50
4,5274,Produto AO,12,100
4,5275,Produto AP,6,150
4,5276,Produto AQ,24,111
4,5277,Produto AR,12,223
4,5278,Produto AS,48,333
4,5279,Produto AT,12,665
4,5280,Produto AU,6,540
4,5281,Produto AV,24,200
4,5282,Produto AW,12,250
4,5283,Produto AX,48,35
4,5284,Produto D,48,65
4,5285,Produto E,12,88
4,5286,Produto F,24,99
4,5287,Produto G,6,105
4,5288,Produto H,12,150
4,5289,Produto I,24,250
4,5290,Produto J,48,42
4,5291,Produto K,12,56
4,5292,Produto L,6,99
4,5293,Produto M,24,88
4,5294,Produto N,12,77
4,5295,Produto O,48,60
4,5296,Produto P,12,320
4,5297,Produto Q,6,15
4,5298,Produto R,24,48
4,5299,Produto S,12,99
4,5300,Produto T,48,650
4,5301,Produto U,12,72
4,5302,Produto V,6,50
4,5303,Produto W,24,10
4,5304,Produto X,12,8
4,5305,Produto Y,48,9
4,5306,Produto Z,12,12
4,5307,Produto AA,6,24
4,5308,Produto AB,24,36
4,5309,Produto AC,12,48
4,5310,Produto AD,48,99
1,5311,Produto AE,12,50
1,5312,Produto AF,6,100
1,5313,Produto AG,24,150
1,5314,Produto AH,12,111
1,5315,Produto AI,48,223
1,5316,Produto AJ,12,333
1,5317,Produto AK,6,665
1,5318,Produto AL,24,540
1,5319,Produto AM,12,200
1,5320,Produto AN,48,250
1,5321,Produto AO,12,35
1,5322,Produto AP,6,65
1,5323,Produto AQ,24,88
1,5324,Produto AR,12,99
1,5325,Produto AS,48,105
1,5326,Produto AT,12,150
1,5327,Produto AU,6,250
1,5328,Produto AV,24,42
1,5329,Produto AW,12,56
1,5330,Produto AX,48,99
2,5331,Produto D,48,88
2,5332,Produto E,12,77
2,5333,Produto F,24,60
2,5334,Produto G,6,320
2,5335,Produto H,12,15
2,5336,Produto I,24,48
2,5337,Produto J,48,99
2,5338,Produto K,12,650
2,5339,Produto L,6,72
2,5340,Produto M,24,50
2,5341,Produto N,12,10
2,5342,Produto O,48,8
2,5343,Produto P,12,9
2,5344,Produto Q,6,12
2,5345,Produto R,24,24
2,5346,Produto S,12,36
2,5347,Produto T,48,48
2,5348,Produto U,12,99
2,5349,Produto V,6,50
2,5350,Produto W,24,100
2,5351,Produto X,12,150
2,5352,Produto Y,48,111
2,5353,Produto Z,12,223
3,5354,Produto AA,6,333
3,5355,Produto AB,24,665
3,5356,Produto AC,12,540
3,5357,Produto AD,48,200
3,5358,Produto AE,12,250
3,5359,Produto AF,6,35
3,5360,Produto AG,24,65
3,5361,Produto AH,12,88
3,5362,Produto AI,48,99
3,5363,Produto AJ,12,105
3,5364,Produto AK,6,150
3,5365,Produto AL,24,250
3,5366,Produto AM,12,42
3,5367,Produto AN,48,56
3,5368,Produto AO,12,99
3,5369,Produto AP,6,88
3,5370,Produto AQ,24,77
3,5371,Produto AR,12,60
3,5372,Produto AS,48,320
3,5373,Produto AT,12,15
3,5374,Produto AU,6,48
3,5375,Produto AV,24,99
3,5376,Produto AW,12,650
3,5377,Produto AX,48,72
3,5378,Produto D,48,50
3,5379,Produto E,12,10
3,5380,Produto F,24,8
3,5381,Produto G,6,9
3,5382,Produto H,12,12
3,5383,Produto I,24,24
3,5384,Produto J,48,36
3,5385,Produto K,12,48
3,5386,Produto L,6,99
3,5387,Produto M,24,50
3,5388,Produto N,12,100
3,5389,Produto O,48,150
3,5390,Produto P,12,111
4,5391,Produto Q,6,223
4,5392,Produto R,24,333
4,5393,Produto S,12,665
4,5394,Produto T,48,540
4,5395,Produto U,12,200
4,5396,Produto V,6,250
4,5397,Produto W,24,35
4,5398,Produto X,12,65
4,5399,Produto Y,48,88
4,5400,Produto Z,12,99
4,5401,Produto AA,6,105
4,5402,Produto AB,24,150
4,5403,Produto AC,12,250
4,5404,Produto AD,48,42
4,5405,Produto AE,12,56
4,5406,Produto AF,6,99
4,5407,Produto AG,24,88
4,5408,Produto AH,12,77
4,5409,Produto AI,48,60
4,5410,Produto AJ,12,320
4,5411,Produto AK,6,15
4,5412,Produto AL,24,48
4,5413,Produto AM,12,99
4,5414,Produto AN,48,650
4,5415,Produto AO,12,72
4,5416,Produto AP,6,50
4,5417,Produto AQ,24,10
4,5418,Produto AR,12,8
4,5419,Produto AS,48,9
4,5420,Produto AT,12,12
4,5421,Produto AU,6,24
4,5422,Produto AV,24,36
4,5423,Produto AW,12,48
4,5424,Produto AX,48,99
4,5425,Produto D,48,50
4,5426,Produto E,12,100
4,5427,Produto F,24,150
4,5428,Produto G,6,111
1,5429,Produto H,12,223
1,5430,Produto I,24,333
1,5431,Produto J,48,665
1,5432,Produto K,12,540
1,5433,Produto L,6,200
1,5434,Produto M,24,250
1,5435,Produto N,12,35
1,5436,Produto O,48,65
1,5437,Produto P,12,88
1,5438,Produto Q,6,99
1,5439,Produto R,24,105
1,5440,Produto S,12,150
1,5441,Produto T,48,250
1,5442,Produto U,12,42
1,5443,Produto V,6,56
1,5444,Produto W,24,99
1,5445,Produto X,12,88
1,5446,Produto Y,48,77
1,5447,Produto Z,12,60
1,5448,Produto AA,6,320
2,5449,Produto AB,24,15
2,5450,Produto AC,12,48
2,5451,Produto AD,48,99
2,5452,Produto AE,12,650
2,5453,Produto AF,6,72
2,5454,Produto AG,24,50
2,5455,Produto AH,12,10
2,5456,Produto AI,48,8
2,5457,Produto AJ,12,9
2,5458,Produto AK,6,12
2,5459,Produto AL,24,24
2,5460,Produto AM,12,36
2,5461,Produto AN,48,48
2,5462,Produto AO,12,99
2,5463,Produto AP,6,50
2,5464,Produto AQ,24,100
2,5465,Produto AR,12,150
2,5466,Produto AS,48,111
2,5467,Produto AT,12,223
2,5468,Produto AU,6,333
2,5469,Produto AV,24,665
2,5470,Produto AW,12,540
2,5471,Produto AX,48,200
3,5472,Produto D,48,250
3,5473,Produto E,12,35
3,5474,Produto F,24,65
3,5475,Produto G,6,88
3,5476,Produto H,12,99
3,5477,Produto I,24,105
3,5478,Produto J,48,150
3,5479,Produto K,12,250
3,5480,Produto L,6,42
3,5481,Produto M,24,56
3,5482,Produto N,12,99
3,5483,Produto O,48,88
3,5484,Produto P,12,77
3,5485,Produto Q,6,60
3,5486,Produto R,24,320
3,5487,Produto S,12,15
3,5488,Produto T,48,48
3,5489,Produto U,12,99
3,5490,Produto V,6,650
3,5491,Produto W,24,72
3,5492,Produto X,12,50
3,5493,Produto Y,48,10
3,5494,Produto Z,12,8
3,5495,Produto AA,6,9
3,5496,Produto AB,24,12
3,5497,Produto AC,12,24
3,5498,Produto AD,48,36
3,5499,Produto AE,12,48
3,5500,Produto AF,6,99
3,5501,Produto AG,24,50
3,5502,Produto AH,12,100
3,5503,Produto AI,48,150
3,5504,Produto AJ,12,111
3,5505,Produto AK,6,223
3,5506,Produto AL,24,333
3,5507,Produto AM,12,665
3,5508,Produto AN,48,540
4,5509,Produto AO,12,200
4,5510,Produto AP,6,250
4,5511,Produto AQ,24,35
4,5512,Produto AR,12,65
4,5513,Produto AS,48,88
4,5514,Produto AT,12,99
4,5515,Produto AU,6,105
4,5516,Produto AV,24,150
4,5517,Produto AW,12,250
4,5518,Produto AX,48,42
4,5519,Produto D,48,56
4,5520,Produto E,12,99
4,5521,Produto F,24,88
4,5522,Produto G,6,77
4,5523,Produto H,12,60
4,5524,Produto I,24,320
4,5525,Produto J,48,15
4,5526,Produto K,12,48
4,5527,Produto L,6,99
4,5528,Produto M,24,650
4,5529,Produto N,12,72
4,5530,Produto O,48,50
4,5531,Produto P,12,10
4,5532,Produto Q,6,8
4,5533,Produto R,24,9
4,5534,Produto S,12,12
4,5535,Produto T,48,24
4,5536,Produto U,12,36
4,5537,Produto V,6,48
4,5538,Produto W,24,99
4,5539,Produto X,12,50
4,5540,Produto Y,48,100
4,5541,Produto Z,12,150
4,5542,Produto AA,6,111
4,5543,Produto AB,24,223
4,5544,Produto AC,12,333
4,5545,Produto AD,48,665
4,5546,Produto AE,12,540
1,5547,Produto AF,6,200
1,5548,Produto AG,24,250
1,5549,Produto AH,12,35
1,5550,Produto AI,48,65
1,5551,Produto AJ,12,88
1,5552,Produto AK,6,99
1,5553,Produto AL,24,105
1,5554,Produto AM,12,150
1,5555,Produto AN,48,250
1,5556,Produto AO,12,42
1,5557,Produto AP,6,56
1,5558,Produto AQ,24,99
1,5559,Produto AR,12,88
1,5560,Produto AS,48,77
1,5561,Produto AT,12,60
1,5562,Produto AU,6,320
1,5563,Produto AV,24,15
1,5564,Produto AW,12,48
1,5565,Produto AX,48,99
1,5566,Produto D,48,650
2,5567,Produto E,12,72
2,5568,Produto F,24,50
2,5569,Produto G,6,10
2,5570,Produto H,12,8
2,5571,Produto I,24,9
2,5572,Produto J,48,12
2,5573,Produto K,12,24
2,5574,Produto L,6,36
2,5575,Produto M,24,48
2,5576,Produto N,12,99
2,5577,Produto O,48,50
2,5578,Produto P,12,100
2,5579,Produto Q,6,150
2,5580,Produto R,24,111
2,5581,Produto S,12,223
2,5582,Produto T,48,333
2,5583,Produto U,12,665
2,5584,Produto V,6,540
2,5585,Produto W,24,200
2,5586,Produto X,12,250
2,5587,Produto Y,48,35
2,5588,Produto Z,12,65
2,5589,Produto AA,6,88
3,5590,Produto AB,24,99
3,5591,Produto AC,12,105
3,5592,Produto AD,48,150
3,5593,Produto AE,12,250
3,5594,Produto AF,6,42
3,5595,Produto AG,24,56
3,5596,Produto AH,12,99
3,5597,Produto AI,48,88
3,5598,Produto AJ,12,77
3,5599,Produto AK,6,60
3,5600,Produto AL,24,320
3,5601,Produto AM,12,15
3,5602,Produto AN,48,48
3,5603,Produto AO,12,99
3,5604,Produto AP,6,650
3,5605,Produto AQ,24,72
3,5606,Produto AR,12,50
3,5607,Produto AS,48,10
3,5608,Produto AT,12,8
3,5609,Produto AU,6,9
3,5610,Produto AV,24,12
3,5611,Produto AW,12,24
3,5612,Produto AX,48,36
3,5613,Produto D,48,48
3,5614,Produto E,12,99
3,5615,Produto F,24,50
3,5616,Produto G,6,100
3,5617,Produto H,12,150
3,5618,Produto I,24,111
3,5619,Produto J,48,223
3,5620,Produto K,12,333
3,5621,Produto L,6,665
3,5622,Produto M,24,540
3,5623,Produto N,12,200
3,5624,Produto O,48,250
3,5625,Produto P,12,35
3,5626,Produto Q,6,65
4,5627,Produto R,24,88
4,5628,Produto S,12,99
4,5629,Produto T,48,105
4,5630,Produto U,12,150
4,5631,Produto V,6,250
4,5632,Produto W,24,42
4,5633,Produto X,12,56
4,5634,Produto Y,48,99
4,5635,Produto Z,12,88
4,5636,Produto AA,6,77
4,5637,Produto AB,24,60
4,5638,Produto AC,12,320
4,5639,Produto AD,48,15
4,5640,Produto AE,12,48
4,5641,Produto AF,6,99
4,5642,Produto AG,24,650
4,5643,Produto AH,12,72
4,5644,Produto AI,48,50
4,5645,Produto AJ,12,10
4,5646,Produto AK,6,8
4,5647,Produto AL,24,9
4,5648,Produto AM,12,12
4,5649,Produto AN,48,24
4,5650,Produto AO,12,36
4,5651,Produto AP,6,48
4,5652,Produto AQ,24,99
4,5653,Produto AR,12,50
4,5654,Produto AS,48,100
4,5655,Produto AT,12,150
4,5656,Produto AU,6,111
4,5657,Produto AV,24,223
4,5658,Produto AW,12,333
4,5659,Produto AX,48,665
